Country,1990,1990_lower, 1990_upper, 1990_Footnote, 1991,1991_lower, 1991_upper, 1991_Footnote, 1992,1992_lower, 1992_upper, 1992_Footnote, 1993,1993_lower, 1993_upper, 1993_Footnote, 1994,1994_lower, 1994_upper, 1994_Footnote, 1995,1995_lower, 1995_upper, 1995_Footnote, 1996,1996_lower, 1996_upper, 1996_Footnote, 1997,1997_lower, 1997_upper, 1997_Footnote, 1998,1998_lower, 1998_upper, 1998_Footnote, 1999,1999_lower, 1999_upper, 1999_Footnote, 2000,2000_lower, 2000_upper, 2000_Footnote, 2001,2001_lower, 2001_upper, 2001_Footnote, 2002,2002_lower, 2002_upper, 2002_Footnote, 2003,2003_lower, 2003_upper, 2003_Footnote, 2004,2004_lower, 2004_upper, 2004_Footnote, 2005,2005_lower, 2005_upper, 2005_Footnote, 2006,2006_lower, 2006_upper, 2006_Footnote, 2007,2007_lower, 2007_upper, 2007_Footnote, 2008,2008_lower, 2008_upper, 2008_Footnote, 2009,2009_lower, 2009_upper, 2009_Footnote, 2010,2010_lower, 2010_upper, 2010_Footnote, 2011,2011_lower, 2011_upper, 2011_Footnote, 2012,2012_lower, 2012_upper, 2012_Footnote, 2013,2013_lower, 2013_upper, 2013_Footnote, 2014,2014_lower, 2014_upper, 2014_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote, 2017,2017_lower, 2017_upper, 2017_Footnote, 2018,2018_lower, 2018_upper, 2018_Footnote, 2019,2019_lower, 2019_upper, 2019_Footnote, 2020,2020_lower, 2020_upper, 2020_Footnote, 2021,2021_lower, 2021_upper, 2021_Footnote, 2022,2022_lower, 2022_upper, 2022_Footnote
Russian Federation,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Rwanda,19 000 ,11 000 , 36 000,,27 000 ,15 000 , 47 000,,35 000 ,20 000 , 61 000,,45 000 ,26 000 , 77 000,,53 000 ,32 000 , 90 000,,55 000 ,34 000 , 90 000,,61 000 ,39 000 , 97 000,,71 000 ,48 000 , 110 000,,82 000 ,57 000 , 120 000,,93 000 ,67 000 , 130 000,,100 000 ,77 000 , 140 000,,120 000 ,88 000 , 150 000,,130 000 ,100 000 , 160 000,,140 000 ,110 000 , 170 000,,150 000 ,120 000 , 180 000,,160 000 ,130 000 , 190 000,,170 000 ,140 000 , 200 000,,170 000 ,150 000 , 210 000,,180 000 ,150 000 , 210 000,,190 000 ,160 000 , 220 000,,190 000 ,160 000 , 220 000,,180 000 ,160 000 , 210 000,,180 000 ,150 000 , 200 000,,180 000 ,150 000 , 200 000,,170 000 ,140 000 , 200 000,,160 000 ,130 000 , 190 000,,150 000 ,120 000 , 190 000,,140 000 ,110 000 , 180 000,,130 000 ,100 000 , 170 000,,120 000 ,89 000 , 160 000,,110 000 ,80 000 , 160 000,,100 000 ,71 000 , 150 000,,93 000 ,63 000 , 140 000,
Saint Kitts and Nevis,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,
Sao Tome and Principe,<200 ,<100 , <500,,<500 ,<100 , <500,,<500 ,<200 , <1000,,<500 ,<200 , <1000,,<1000 ,<500 , 1100,,<1000 ,<500 , 1300,,<1000 ,<500 , 1500,,1200 ,<1000 , 1800,,1500 ,<1000 , 2100,,1700 ,1000 , 2400,,2000 ,1200 , 2700,,2200 ,1400 , 2900,,2400 ,1600 , 3100,,2600 ,1700 , 3300,,2800 ,1900 , 3500,,2900 ,2100 , 3600,,3000 ,2100 , 3700,,3000 ,2100 , 3700,,3000 ,2200 , 3700,,3000 ,2200 , 3700,,2900 ,2200 , 3600,,2800 ,2100 , 3500,,2700 ,2100 , 3400,,2600 ,2000 , 3300,,2500 ,1900 , 3100,,2300 ,1800 , 3000,,2200 ,1700 , 2800,,2000 ,1600 , 2600,,1800 ,1400 , 2300,,1600 ,1200 , 2100,,1400 ,1000 , 1900,,1300 ,<1000 , 1800,,1100 ,<1000 , 1600,
Saudi Arabia,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , 1200,,<1000 ,<500 , 1500,,<1000 ,<1000 , 1800,,1200 ,<1000 , 2100,,1400 ,<1000 , 2400,,1600 ,1100 , 2700,,1800 ,1300 , 3000,,2100 ,1500 , 3300,,2400 ,1700 , 3700,,2800 ,2000 , 4000,,3100 ,2300 , 4400,,3500 ,2700 , 4800,,4000 ,3100 , 5200,,4400 ,3500 , 5500,,4800 ,3900 , 5900,,5100 ,4300 , 6100,,5400 ,4600 , 6300,,5700 ,4900 , 6400,,5900 ,5100 , 6500,,6000 ,5400 , 6700,,6200 ,5600 , 6800,,6300 ,5700 , 6800,,6300 ,5800 , 6800,,6200 ,5700 , 6600,,5900 ,5400 , 6300,,5400 ,4900 , 5800,,4900 ,4400 , 5300,,4300 ,3800 , 4800,,3800 ,3400 , 4200,,3300 ,2900 , 3700,,2900 ,2600 , 3300,
Senegal,1600 ,1100 , 2600,,2000 ,1400 , 3100,,2500 ,1800 , 3700,,3100 ,2200 , 4500,,3900 ,2800 , 5500,,4800 ,3600 , 6600,,5800 ,4400 , 8000,,7100 ,5500 , 9600,,8700 ,6700 , 11 000,,10 000 ,8200 , 14 000,,13 000 ,10 000 , 16 000,,15 000 ,12 000 , 19 000,,18 000 ,14 000 , 22 000,,20 000 ,17 000 , 26 000,,23 000 ,19 000 , 29 000,,26 000 ,22 000 , 32 000,,30 000 ,25 000 , 35 000,,33 000 ,28 000 , 39 000,,34 000 ,29 000 , 41 000,,35 000 ,29 000 , 42 000,,36 000 ,30 000 , 43 000,,37 000 ,31 000 , 44 000,,38 000 ,32 000 , 46 000,,40 000 ,33 000 , 47 000,,41 000 ,35 000 , 49 000,,42 000 ,35 000 , 50 000,,43 000 ,35 000 , 50 000,,43 000 ,35 000 , 50 000,,42 000 ,35 000 , 50 000,,41 000 ,35 000 , 49 000,,39 000 ,33 000 , 47 000,,37 000 ,31 000 , 45 000,,36 000 ,29 000 , 43 000,
Serbia,<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<200 ,<100 , <200,"Children estimates were not available at the time of publication.",<200 ,<200 , <500,"Children estimates were not available at the time of publication.",<200 ,<200 , <500,"Children estimates were not available at the time of publication.",<500 ,<200 , <500,"Children estimates were not available at the time of publication.",<500 ,<200 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<200 , <500,"Children estimates were not available at the time of publication.",<200 ,<200 , <500,"Children estimates were not available at the time of publication.",<200 ,<200 , <500,"Children estimates were not available at the time of publication.",<200 ,<200 , <500,"Children estimates were not available at the time of publication.",<200 ,<200 , <500,"Children estimates were not available at the time of publication.",<200 ,<100 , <500,"Children estimates were not available at the time of publication.",<200 ,<100 , <500,"Children estimates were not available at the time of publication.",<200 ,<100 , <500,"Children estimates were not available at the time of publication.",<200 ,<100 , <500,"Children estimates were not available at the time of publication.",<200 ,<100 , <500,"Children estimates were not available at the time of publication.",<200 ,<100 , <500,"Children estimates were not available at the time of publication.",<200 ,<100 , <500,"Children estimates were not available at the time of publication.",<200 ,<100 , <500,"Children estimates were not available at the time of publication.",<200 ,<100 , <500,"Children estimates were not available at the time of publication.",<200 ,<100 , <500,"Children estimates were not available at the time of publication.",<200 ,<100 , <500,"Children estimates were not available at the time of publication."
Sierra Leone,1800 ,<500 , 4000,,2400 ,<1000 , 5200,,3100 ,<1000 , 6500,,3900 ,1200 , 8000,,4800 ,1700 , 9600,,5900 ,2100 , 11 000,,7200 ,2700 , 14 000,,8600 ,3700 , 16 000,,10 000 ,4700 , 18 000,,12 000 ,5900 , 20 000,,14 000 ,7300 , 22 000,,16 000 ,9100 , 25 000,,18 000 ,11 000 , 27 000,,20 000 ,13 000 , 30 000,,23 000 ,16 000 , 33 000,,25 000 ,18 000 , 36 000,,28 000 ,21 000 , 38 000,,30 000 ,23 000 , 41 000,,32 000 ,25 000 , 43 000,,34 000 ,27 000 , 45 000,,36 000 ,28 000 , 47 000,,38 000 ,30 000 , 48 000,,40 000 ,32 000 , 49 000,,41 000 ,34 000 , 51 000,,43 000 ,36 000 , 52 000,,45 000 ,38 000 , 53 000,,45 000 ,39 000 , 53 000,,46 000 ,40 000 , 54 000,,46 000 ,40 000 , 53 000,,46 000 ,40 000 , 53 000,,45 000 ,39 000 , 52 000,,45 000 ,38 000 , 52 000,,43 000 ,37 000 , 51 000,
Singapore,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Slovakia,<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication."
Slovenia,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
Somalia,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
South Africa,15 000 ,9900 , 22 000,,25 000 ,16 000 , 38 000,,42 000 ,27 000 , 65 000,,68 000 ,44 000 , 110 000,,110 000 ,68 000 , 170 000,,160 000 ,100 000 , 250 000,,230 000 ,150 000 , 350 000,,320 000 ,200 000 , 490 000,,420 000 ,280 000 , 650 000,,550 000 ,360 000 , 820 000,,690 000 ,460 000 , 1 000 000,,850 000 ,560 000 , 1 300 000,,1 000 000 ,670 000 , 1 500 000,,1 200 000 ,780 000 , 1 700 000,,1 300 000 ,890 000 , 1 900 000,,1 500 000 ,990 000 , 2 100 000,,1 600 000 ,1 100 000 , 2 200 000,,1 600 000 ,1 100 000 , 2 400 000,,1 700 000 ,1 100 000 , 2 500 000,,1 700 000 ,1 100 000 , 2 600 000,,1 700 000 ,1 000 000 , 2 600 000,,1 600 000 ,1 000 000 , 2 600 000,,1 500 000 ,940 000 , 2 500 000,,1 500 000 ,860 000 , 2 400 000,,1 400 000 ,810 000 , 2 300 000,,1 300 000 ,750 000 , 2 200 000,,1 200 000 ,690 000 , 2 100 000,,1 100 000 ,640 000 , 2 000 000,,1 000 000 ,590 000 , 1 900 000,,940 000 ,550 000 , 1 800 000,,870 000 ,520 000 , 1 700 000,,790 000 ,480 000 , 1 600 000,,720 000 ,430 000 , 1 500 000,
South Sudan,2400 ,<1000 , 6900,,3300 ,<1000 , 9000,,4300 ,1200 , 11 000,,5600 ,1700 , 14 000,,7500 ,2400 , 17 000,,9800 ,3300 , 20 000,,13 000 ,4500 , 24 000,,16 000 ,6300 , 30 000,,19 000 ,8000 , 33 000,,24 000 ,10 000 , 39 000,,29 000 ,14 000 , 46 000,,36 000 ,18 000 , 53 000,,42 000 ,22 000 , 61 000,,50 000 ,27 000 , 69 000,,59 000 ,33 000 , 80 000,,68 000 ,41 000 , 92 000,,77 000 ,49 000 , 100 000,,87 000 ,58 000 , 120 000,,96 000 ,65 000 , 130 000,,100 000 ,72 000 , 140 000,,110 000 ,79 000 , 150 000,,120 000 ,87 000 , 160 000,,130 000 ,96 000 , 170 000,,140 000 ,100 000 , 180 000,,150 000 ,110 000 , 190 000,,150 000 ,120 000 , 190 000,,150 000 ,120 000 , 190 000,,150 000 ,120 000 , 190 000,,150 000 ,120 000 , 190 000,,150 000 ,120 000 , 190 000,,150 000 ,120 000 , 180 000,,140 000 ,110 000 , 180 000,,140 000 ,110 000 , 170 000,
Spain,5600 ,4800 , 6600,,7300 ,6300 , 8700,,9300 ,8000 , 11 000,,12 000 ,10 000 , 14 000,,14 000 ,12 000 , 16 000,,16 000 ,14 000 , 19 000,,19 000 ,17 000 , 22 000,,20 000 ,18 000 , 23 000,,22 000 ,19 000 , 25 000,,23 000 ,20 000 , 26 000,,24 000 ,20 000 , 27 000,,25 000 ,21 000 , 28 000,,25 000 ,21 000 , 29 000,,26 000 ,22 000 , 30 000,,27 000 ,22 000 , 31 000,,27 000 ,22 000 , 32 000,,27 000 ,22 000 , 32 000,,27 000 ,21 000 , 33 000,,27 000 ,21 000 , 33 000,,26 000 ,20 000 , 33 000,,25 000 ,19 000 , 32 000,,23 000 ,18 000 , 29 000,,21 000 ,17 000 , 28 000,,19 000 ,15 000 , 25 000,,18 000 ,14 000 , 23 000,,16 000 ,13 000 , 21 000,,14 000 ,12 000 , 18 000,,13 000 ,10 000 , 16 000,,11 000 ,8800 , 13 000,,9200 ,7500 , 11 000,,7700 ,6300 , 9400,,6400 ,5200 , 7800,,5300 ,4300 , 6400,
Sri Lanka,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<200 ,<100 , <200,,<200 ,<200 , <200,,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , 1100,,1100 ,<1000 , 1300,,1200 ,1000 , 1400,,1400 ,1200 , 1600,,1500 ,1300 , 1800,,1600 ,1400 , 1900,,1800 ,1500 , 2100,,1900 ,1600 , 2200,,2000 ,1700 , 2400,,2100 ,1800 , 2500,,2200 ,1900 , 2600,,2200 ,1900 , 2600,,2200 ,1900 , 2600,,2200 ,1900 , 2600,,2200 ,1800 , 2600,,2100 ,1800 , 2500,
Sudan,1300 ,<1000 , 2600,,1700 ,<1000 , 3300,,2100 ,<1000 , 4000,,2700 ,1300 , 4900,,3100 ,1600 , 5600,,3600 ,1900 , 6300,,4100 ,2200 , 6900,,4800 ,2600 , 8000,,5600 ,3200 , 9100,,6500 ,3800 , 11 000,,7500 ,4400 , 12 000,,8500 ,5200 , 13 000,,9700 ,6000 , 15 000,,11 000 ,6900 , 16 000,,12 000 ,7800 , 18 000,,13 000 ,8600 , 19 000,,14 000 ,9700 , 20 000,,15 000 ,11 000 , 21 000,,16 000 ,12 000 , 23 000,,17 000 ,13 000 , 23 000,,18 000 ,13 000 , 24 000,,18 000 ,14 000 , 25 000,,19 000 ,15 000 , 25 000,,20 000 ,16 000 , 26 000,,21 000 ,16 000 , 27 000,,22 000 ,17 000 , 27 000,,22 000 ,18 000 , 28 000,,23 000 ,19 000 , 29 000,,24 000 ,19 000 , 29 000,,24 000 ,20 000 , 30 000,,24 000 ,20 000 , 30 000,,25 000 ,21 000 , 30 000,,26 000 ,22 000 , 31 000,
Suriname,<200 ,<100 , <500,,<200 ,<100 , <500,,<500 ,<200 , <500,,<500 ,<200 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , 1200,,<1000 ,<1000 , 1300,,1000 ,<1000 , 1500,,1200 ,<1000 , 1700,,1300 ,<1000 , 1900,,1400 ,<1000 , 2000,,1600 ,1100 , 2200,,1700 ,1200 , 2200,,1800 ,1300 , 2300,,1900 ,1500 , 2500,,2000 ,1600 , 2600,,2100 ,1600 , 2600,,2200 ,1700 , 2700,,2200 ,1800 , 2800,,2300 ,1800 , 2800,,2400 ,1900 , 2900,,2400 ,1900 , 2900,,2400 ,1900 , 2900,,2400 ,2000 , 3000,,2400 ,2000 , 3000,,2500 ,2000 , 3100,,2500 ,2000 , 3100,,2500 ,2000 , 3200,,2600 ,2000 , 3300,,2600 ,1900 , 3300,,2600 ,1900 , 3300,
Sweden,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Switzerland,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,
Syrian Arab Republic,<100 ,<100 , <500,,<100 ,<100 , <500,,<100 ,<100 , <500,,<100 ,<100 , <500,,<100 ,<100 , <500,,<100 ,<100 , <500,,<100 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,
